;;;;;;;h;h;MW/m2;MW/m2;MW/m2;m2;m2;m2;m2;;;;Mapping;;;
ID;NASA_Lat;NASA_Long;DEC_Lat;DEC_Long;CNTR_ID;class;VLH_wind;VLH_pv;a_spec_pv_r;a_spec_pv_u;a_spec_won;pv_area;wind_area;both_area;all_area;wind_wvlh;pv_wvlh;lu_not;_id1;_c;_id2;_won23
Lat284Lon311;284;311;52;14,375;DE;3;2680,851984;951,1192491;0,000326855;0,000320164;2,2002E-05;145540096;1126428672;125732864;1397701632;0,007921607;0,006865851;1;Lat284Lon311;DE;Lat284Lon311;Won_3
Lat284Lon312;284;312;52;15;PL;3;2702,582296;945,6722917;0,000328738;0,000322008;2,18251E-05;67172352;1470041088;1722368;1538935808;0,007589579;0,00763382;1;Lat284Lon312;PL;Lat284Lon312;Won_3
Lat284Lon313;284;313;52;15,625;PL;3;2686,473056;947,4938586;0,000328106;0,000321389;2,19559E-05;163624960;1481236480;0;1644861440;0,00754434;0,007648524;1;Lat284Lon313;PL;Lat284Lon313;Won_3
Lat284Lon314;284;314;52;16,25;PL;3;2663,066592;951,8424139;0,000326607;0,000319921;2,21489E-05;103342080;619191296;0;722533376;0,007478608;0,007683627;1;Lat284Lon314;PL;Lat284Lon314;Won_3
Lat284Lon315;284;315;52;16,875;PL;3;2658,838904;958,1242547;0,000324465;0,000317823;2,21841E-05;148984832;322944000;0;471928832;0,007466736;0,007734337;1;Lat284Lon315;PL;Lat284Lon315;Won_3
Lat284Lon316;284;316;52;17,5;PL;3;2680,21704;953,3621745;0,000326086;0,000319411;2,20072E-05;130899968;394422272;0;525322240;0,007526771;0,007695895;1;Lat284Lon316;PL;Lat284Lon316;Won_3
Lat284Lon317;284;317;52;18,125;PL;3;2652,434112;964,9400227;0,000322174;0,000315578;2,22377E-05;160180224;585605120;0;745785344;0,007448749;0,007789356;1;Lat284Lon317;PL;Lat284Lon317;Won_3
Lat284Lon318;284;318;52;18,75;PL;3;2658,266448;960,8846287;0,000323533;0,00031691;2,21889E-05;104203264;354807808;32724992;491736064;0,007465128;0,007756619;1;Lat284Lon318;PL;Lat284Lon318;Won_3
Lat284Lon319;284;319;52;19,375;PL;3;2680,74528;958,9092603;0,0003242;0,000317563;2,20028E-05;291941376;359974912;3444736;655361024;0,007528255;0,007740674;1;Lat284Lon319;PL;Lat284Lon319;Won_3
Lat284Lon320;284;320;52;20;PL;3;2646,6274;949,7073548;0,000327341;0,00032064;2,22865E-05;231658496;258355200;5167104;495180800;0,007432443;0,007666392;1;Lat284Lon320;PL;Lat284Lon320;Won_3
Lat284Lon321;284;321;52;20,625;PL;3;2600,03188;952,2204333;0,000326477;0,000319794;2,26859E-05;280745984;223907840;0;504653824;0,00730159;0,007686679;1;Lat284Lon321;PL;Lat284Lon321;Won_3
Lat284Lon322;284;322;52;21,25;PL;3;2615,411192;943,9329178;0,000329343;0,000322602;2,25525E-05;398728192;282468352;1722368;682918912;0,007344779;0,007619779;1;Lat284Lon322;PL;Lat284Lon322;Won_3
Lat284Lon323;284;323;52;21,875;PL;3;2648,386896;940,6575774;0,00033049;0,000323725;2,22717E-05;160180224;659666944;0;819847168;0,007437384;0,007593339;1;Lat284Lon323;PL;Lat284Lon323;Won_3
Lat284Lon324;284;324;52;22,5;PL;3;2663,105144;949,2329927;0,000327505;0,0003208;2,21486E-05;217879552;554602496;1722368;774204416;0,007478716;0,007662563;1;Lat284Lon324;PL;Lat284Lon324;Won_3
Lat284Lon325;284;325;52;23,125;PL;3;2681,006272;952,7618401;0,000326292;0,000319612;2,20007E-05;101619712;1046338560;0;1147958272;0,007528988;0,007691049;1;Lat284Lon325;PL;Lat284Lon325;Won_3
Lat285Lon273;285;273;52,5;-9,375;IE;3;3412,3162;948,9030336;0,000327618;0,000320912;1,72856E-05;18084864;161902592;1722368;181709824;0,030842898;0,031553749;1;Lat285Lon273;IE;Lat285Lon273;Won_3
Lat285Lon274;285;274;52,5;-8,75;IE;3;3270,460288;946,142628;0,000328574;0,000321848;1,80354E-05;74061824;190321664;7750656;272134144;0,029560705;0,031461958;1;Lat285Lon274;IE;Lat285Lon274;Won_3
Lat285Lon275;285;275;52,5;-8,125;IE;2;3262,66211;932,020955;0,000333553;0,000326725;1,80785E-05;20668416;285913088;12056576;318638080;0,02949022;0,030992372;1;Lat285Lon275;IE;Lat285Lon275;Won_2
Lat285Lon276;285;276;52,5;-7,5;IE;2;3224,94392;941,648199;0,000330143;0,000323384;1,82899E-05;45642752;283329536;3444736;332417024;0,029149296;0,031312505;1;Lat285Lon276;IE;Lat285Lon276;Won_2
Lat285Lon277;285;277;52,5;-6,875;IE;2;3280,68833;949,9076501;0,000327272;0,000320573;1,79792E-05;51671040;267828224;2583552;322082816;0,029653153;0,031587156;1;Lat285Lon277;IE;Lat285Lon277;Won_2
Lat285Lon282;285;282;52,5;-3,75;GB;2;3090,44475;948,8478724;0,000327637;0,000320931;1,90859E-05;12056576;482263040;670001152;1164320768;0,00897494;0,009944191;1;Lat285Lon282;GB;Lat285Lon282;Won_2
Lat285Lon283;285;283;52,5;-3,125;GB;2;3095,83103;962,0617605;0,000323137;0,000316523;1,90527E-05;24974336;193766400;188599296;407340032;0,008990582;0,010082676;1;Lat285Lon283;GB;Lat285Lon283;Won_2
Lat285Lon284;285;284;52,5;-2,5;GB;2;3018,7593;961,5599835;0,000323306;0,000316688;1,95392E-05;224769024;197211136;11195392;433175552;0,008766758;0,010077417;1;Lat285Lon284;GB;Lat285Lon284;Won_2
Lat285Lon285;285;285;52,5;-1,875;GB;2;3044,77879;959,0730871;0,000324144;0,000317509;1,93722E-05;1181544448;68033536;16362496;1265940480;0,008842321;0,010051354;1;Lat285Lon285;GB;Lat285Lon285;Won_2
Lat285Lon286;285;286;52,5;-1,25;GB;2;3089,06246;961,6812556;0,000323265;0,000316648;1,90945E-05;581299200;55115776;28419072;664834048;0,008970925;0,010078688;1;Lat285Lon286;GB;Lat285Lon286;Won_2
Lat285Lon287;285;287;52,5;-0,625;GB;2;3111,02252;961,3378399;0,000323381;0,000316761;1,89597E-05;261799936;132622336;12056576;406478848;0,009034699;0,010075089;1;Lat285Lon287;GB;Lat285Lon287;Won_2
Lat285Lon288;285;288;52,5;0;GB;2;3109,83417;956,9327311;0,000324869;0,000318219;1,89669E-05;237686784;13778944;22390784;273856512;0,009031248;0,010028922;1;Lat285Lon288;GB;Lat285Lon288;Won_2
Lat285Lon289;285;289;52,5;0,625;GB;2;3156,30358;947,8625986;0,000327978;0,000321264;1,86877E-05;135205888;134344704;4305920;273856512;0,0091662;0,009933865;1;Lat285Lon289;GB;Lat285Lon289;Won_2
Lat285Lon290;285;290;52,5;1,25;GB;2;3290,96852;950,4021219;0,000327102;0,000320406;1,7923E-05;184293376;80090112;8611840;272995328;0,009557279;0,00996048;1;Lat285Lon290;GB;Lat285Lon290;Won_2
Lat285Lon296;285;296;52,5;5;NL;2;2590,320208;954,3124223;0,000325761;0,000319093;2,27709E-05;578715648;93007872;861184;672584704;0,060524533;0,066554321;1;Lat285Lon296;NL;Lat285Lon296;Won_2
Lat285Lon297;285;297;52,5;5,625;NL;2;3007,39346;952,0037836;0,000326551;0,000319867;1,9613E-05;198072320;269550592;861184;468484096;0,070269724;0,066393315;1;Lat285Lon297;NL;Lat285Lon297;Won_2
Lat285Lon298;285;298;52,5;6,25;NL;2;2896,61049;953,9897783;0,000325872;0,000319201;2,03631E-05;284190720;254910464;6028288;545129472;0,067681207;0,066531819;1;Lat285Lon298;NL;Lat285Lon298;Won_2
Lat285Lon299;285;299;52,5;6,875;DE;2;2290,08776;953,4311668;0,000326062;0,000319388;2,57562E-05;322082816;210990080;22390784;555463680;0,006766944;0,00688254;1;Lat285Lon299;DE;Lat285Lon299;Won_2
Lat285Lon300;285;300;52,5;7,5;DE;2;2302,247432;957,4440372;0,000324696;0,000318049;2,56202E-05;277301248;437481472;5167104;719949824;0,006802874;0,006911507;1;Lat285Lon300;DE;Lat285Lon300;Won_2
Lat285Lon301;285;301;52,5;8,125;DE;2;2319,271928;954,2776353;0,000325773;0,000319104;2,54321E-05;279884800;125732864;2583552;408201216;0,00685318;0,00688865;1;Lat285Lon301;DE;Lat285Lon301;Won_2
Lat285Lon302;285;302;52,5;8,75;DE;2;2285,474272;960,2085379;0,000323761;0,000317133;2,58082E-05;213573632;122288128;5167104;341028864;0,006753311;0,006931464;1;Lat285Lon302;DE;Lat285Lon302;Won_2
Lat285Lon303;285;303;52,5;9,375;DE;3;2852,826048;961,3452716;0,000323378;0,000316758;2,06756E-05;301414400;244576256;5167104;551157760;0,00842977;0,006939669;1;Lat285Lon303;DE;Lat285Lon303;Won_3
Lat285Lon304;285;304;52,5;10;DE;3;2818,808688;963,9989044;0,000322488;0,000315887;2,09252E-05;474512384;563214336;12917760;1050644480;0,008329253;0,006958825;1;Lat285Lon304;DE;Lat285Lon304;Won_3
Lat285Lon305;285;305;52,5;10,625;DE;3;2786,500208;962,5932501;0,000322959;0,000316348;2,11678E-05;295386112;618330112;6889472;920605696;0,008233785;0,006948678;1;Lat285Lon305;DE;Lat285Lon305;Won_3
Lat285Lon306;285;306;52,5;11,25;DE;3;2719,757728;952,8744254;0,000326253;0,000319574;2,16872E-05;117982208;650193920;0;768176128;0,008036569;0,006878521;1;Lat285Lon306;DE;Lat285Lon306;Won_3
Lat285Lon307;285;307;52,5;11,875;DE;3;2664,570288;958,6826954;0,000324276;0,000317638;2,21364E-05;156735488;743201792;6889472;906826752;0,007873496;0,006920449;1;Lat285Lon307;DE;Lat285Lon307;Won_3
Lat285Lon308;285;308;52,5;12,5;DE;3;2663,146304;958,9912193;0,000324172;0,000317536;2,21482E-05;135205888;467622912;6028288;608857088;0,007869289;0,006922676;1;Lat285Lon308;DE;Lat285Lon308;Won_3
Lat285Lon309;285;309;52,5;13,125;DE;3;2695,386016;955,5153553;0,000325351;0,000318691;2,18833E-05;815541248;283329536;2583552;1101454336;0,007964553;0,006897585;1;Lat285Lon309;DE;Lat285Lon309;Won_3
Lat285Lon310;285;310;52,5;13,75;DE;3;2726,052;949,7779065;0,000327317;0,000320616;2,16372E-05;658805760;724255744;14640128;1397701632;0,008055168;0,006856168;1;Lat285Lon310;DE;Lat285Lon310;Won_3
Lat285Lon311;285;311;52,5;14,375;DE;3;2723,500456;948,3143805;0,000327822;0,000321111;2,16574E-05;153290752;660528128;5167104;818985984;0,008047628;0,006845603;1;Lat285Lon311;DE;Lat285Lon311;Won_3
Lat285Lon312;285;312;52,5;15;PL;3;2720,635088;948,9949425;0,000327587;0,000320881;2,16802E-05;106786816;1204796416;6889472;1318472704;0,007640276;0,007660641;1;Lat285Lon312;PL;Lat285Lon312;Won_3
Lat285Lon313;285;313;52,5;15,625;PL;3;2726,194464;940,8905815;0,000330408;0,000323645;2,1636E-05;67172352;843960320;1722368;912855040;0,007655888;0,00759522;1;Lat285Lon313;PL;Lat285Lon313;Won_3
Lat285Lon314;285;314;52,5;16,25;PL;3;2716,437832;940,8064012;0,000330438;0,000323674;2,17137E-05;74061824;763009024;0;837070848;0,007628489;0,007594541;1;Lat285Lon314;PL;Lat285Lon314;Won_3
Lat285Lon315;285;315;52,5;16,875;PL;3;2728,106416;948,8264603;0,000327645;0,000320938;2,16209E-05;390977536;411645952;4305920;806929408;0,007661258;0,007659281;1;Lat285Lon315;PL;Lat285Lon315;Won_3
Lat285Lon316;285;316;52,5;17,5;PL;3;2759,674976;951,4058098;0,000326757;0,000320068;2,13735E-05;117982208;523599872;2583552;644165632;0,007749911;0,007680103;1;Lat285Lon316;PL;Lat285Lon316;Won_3
Lat285Lon317;285;317;52,5;18,125;PL;3;2745,54488;956,0101361;0,000325183;0,000318526;2,14835E-05;93869056;138650624;52532224;285051904;0,007710229;0,007717271;1;Lat285Lon317;PL;Lat285Lon317;Won_3
Lat285Lon318;285;318;52,5;18,75;PL;3;2715,144712;959,3272967;0,000324058;0,000317425;2,17241E-05;81812480;270411776;6028288;358252544;0,007624858;0,007744048;1;Lat285Lon318;PL;Lat285Lon318;Won_3
Lat285Lon319;285;319;52,5;19,375;PL;3;2690,742184;956,9397616;0,000324867;0,000318217;2,19211E-05;68894720;343612416;861184;413368320;0,007556329;0,007724775;1;Lat285Lon319;PL;Lat285Lon319;Won_3
Lat285Lon320;285;320;52,5;20;PL;3;2647,226704;952,3290367;0,00032644;0,000319757;2,22814E-05;93869056;138650624;0;232519680;0,007434126;0,007687556;1;Lat285Lon320;PL;Lat285Lon320;Won_3
Lat285Lon321;285;321;52,5;20,625;PL;3;2601,35496;946,5822633;0,000328422;0,000321699;2,26743E-05;129177600;197211136;3444736;329833472;0,007305305;0,007641165;1;Lat285Lon321;PL;Lat285Lon321;Won_3
Lat285Lon322;285;322;52,5;21,25;PL;3;2618,742584;940,6029664;0,000330509;0,000323744;2,25238E-05;370309120;468484096;2583552;841376768;0,007354134;0,007592898;1;Lat285Lon322;PL;Lat285Lon322;Won_3
Lat285Lon323;285;323;52,5;21,875;PL;3;2650,040504;940,5124154;0,000330541;0,000323775;2,22578E-05;94730240;554602496;3444736;652777472;0,007442027;0,007592167;1;Lat285Lon323;PL;Lat285Lon323;Won_3
Lat285Lon324;285;324;52,5;22,5;PL;3;2736,617992;934,5275369;0,000332658;0,000325848;2,15536E-05;96452608;567520256;0;663972864;0,00768516;0,007543855;1;Lat285Lon324;PL;Lat285Lon324;Won_3
Lat285Lon325;285;325;52,5;23,125;PL;3;2721,986864;937,2838363;0,00033168;0,00032489;2,16695E-05;122288128;889603072;861184;1012752384;0,007644072;0,007566105;1;Lat285Lon325;PL;Lat285Lon325;Won_3
Lat286Lon273;286;273;53;-9,375;IE;3;3484,594344;932,8084363;0,000333271;0,000326449;1,69271E-05;5167104;229936128;33586176;268689408;0,031496198;0,031018558;1;Lat286Lon273;IE;Lat286Lon273;Won_3
Lat286Lon274;286;274;53;-8,75;IE;3;3300,280568;923,5556936;0,00033661;0,000329719;1,78724E-05;39614464;219601920;41336832;300553216;0,029830242;0,030710878;1;Lat286Lon274;IE;Lat286Lon274;Won_3
Lat286Lon275;286;275;53;-8,125;IE;2;3306,59798;914,0654371;0,000340105;0,000333143;1,78383E-05;30141440;257494016;2583552;290219008;0,029887343;0,030395299;1;Lat286Lon275;IE;Lat286Lon275;Won_2
Lat286Lon276;286;276;53;-7,5;IE;2;3256,08998;910,1484334;0,000341569;0,000334577;1,8115E-05;37892096;278162432;6028288;322082816;0,029430816;0,030265048;1;Lat286Lon276;IE;Lat286Lon276;Won_2
Lat286Lon277;286;277;53;-6,875;IE;2;3265,26891;910,8138246;0,000341319;0,000334332;1,80641E-05;113676288;279884800;31863808;425424896;0,029513782;0,030287174;1;Lat286Lon277;IE;Lat286Lon277;Won_2
Lat286Lon278;286;278;53;-6,25;IE;3;3311,424816;940,4173832;0,000330575;0,000323808;1,78123E-05;43920384;463316992;12056576;519293952;0,029930971;0,031271577;1;Lat286Lon278;IE;Lat286Lon278;Won_3
Lat286Lon281;286;281;53;-4,375;GB;3;3374,571152;966,9467742;0,000321505;0,000314924;1,7479E-05;18084864;43059200;37030912;98174976;0,009800069;0,010133872;1;Lat286Lon281;GB;Lat286Lon281;Won_3
Lat286Lon282;286;282;53;-3,75;GB;2;2795,52486;928,2064932;0,000334923;0,000328067;2,10994E-05;5167104;137789440;138650624;281607168;0,008118465;0,009727863;1;Lat286Lon282;GB;Lat286Lon282;Won_2
Lat286Lon283;286;283;53;-3,125;GB;2;2961,86902;952,8538713;0,00032626;0,000319581;1,99145E-05;208406528;119704576;133483520;461594624;0,008601544;0,009986175;1;Lat286Lon283;GB;Lat286Lon283;Won_2
Lat286Lon284;286;284;53;-2,5;GB;2;3016,82717;948,5589092;0,000327737;0,000321028;1,95517E-05;224769024;96452608;1722368;322944000;0,008761147;0,009941162;1;Lat286Lon284;GB;Lat286Lon284;Won_2
Lat286Lon285;286;285;53;-1,875;GB;2;3108,14498;943,1823495;0,000329606;0,000322858;1,89772E-05;267828224;109370368;30141440;407340032;0,009026343;0,009884815;1;Lat286Lon285;GB;Lat286Lon285;Won_2
Lat286Lon286;286;286;53;-1,25;GB;2;3150,82006;943,4460562;0,000329513;0,000322768;1,87202E-05;722533376;173959168;39614464;936107008;0,009150275;0,009887578;1;Lat286Lon286;GB;Lat286Lon286;Won_2
Lat286Lon287;286;287;53;-0,625;GB;2;3153,55135;944,2283187;0,00032924;0,000322501;1,8704E-05;208406528;73200640;21529600;303136768;0,009158207;0,009895777;1;Lat286Lon287;GB;Lat286Lon287;Won_2
Lat286Lon288;286;288;53;0;GB;2;3241,99569;927,6263382;0,000335133;0,000328273;1,81937E-05;96452608;24974336;9473024;130899968;0,009415058;0,009721783;1;Lat286Lon288;GB;Lat286Lon288;Won_2
Lat286Lon297;286;297;53;5,625;NL;2;2749,511696;960,9467081;0,000323512;0,00031689;2,14525E-05;175681536;37030912;1722368;214434816;0,064244147;0,067017;1;Lat286Lon297;NL;Lat286Lon297;Won_2
Lat286Lon298;286;298;53;6,25;NL;2;2649,749952;955,3611694;0,000325404;0,000318743;2,22602E-05;260938752;171375616;23251968;455566336;0,061913148;0,066627461;1;Lat286Lon298;NL;Lat286Lon298;Won_2
Lat286Lon299;286;299;53;6,875;NL;2;2585,69916;946,8268128;0,000328337;0,000321616;2,28116E-05;291941376;297108480;50809856;639859712;0,06041656;0,06603227;1;Lat286Lon299;NL;Lat286Lon299;Won_2
Lat286Lon300;286;300;53;7,5;DE;2;2479,129408;953,6233636;0,000325997;0,000319323;2,37922E-05;266105856;186876928;7750656;460733440;0,00732554;0,006883927;1;Lat286Lon300;DE;Lat286Lon300;Won_2
Lat286Lon301;286;301;53;8,125;DE;2;2396,002864;947,5971818;0,00032807;0,000321354;2,46177E-05;291080192;253188096;2583552;546851840;0,007079911;0,006840426;1;Lat286Lon301;DE;Lat286Lon301;Won_2
Lat286Lon302;286;302;53;8,75;DE;2;2351,87232;950,6033584;0,000327032;0,000320338;2,50796E-05;454705152;165347328;0;620052480;0,00694951;0,006862127;1;Lat286Lon302;DE;Lat286Lon302;Won_2
Lat286Lon303;286;303;53;9,375;DE;2;2328,861416;952,7624752;0,000326291;0,000319612;2,53274E-05;193766400;574409728;5167104;773343232;0,006881515;0,006877713;1;Lat286Lon303;DE;Lat286Lon303;Won_2
Lat286Lon304;286;304;53;10;DE;2;2299,264152;958,2655573;0,000324418;0,000317777;2,56534E-05;111953920;970554368;27557888;1110066176;0,006794059;0,006917438;1;Lat286Lon304;DE;Lat286Lon304;Won_2
Lat286Lon305;286;305;53;10,625;DE;3;2907,018456;959,8053598;0,000323897;0,000317267;2,02902E-05;127455232;672584704;0;800039936;0,008589902;0,006928553;1;Lat286Lon305;DE;Lat286Lon305;Won_3
Lat286Lon306;286;306;53;11,25;DE;3;2856,55172;957,5700268;0,000324653;0,000318007;2,06487E-05;87840768;607134720;3444736;698420224;0,008440779;0,006912417;1;Lat286Lon306;DE;Lat286Lon306;Won_3
Lat286Lon307;286;307;53;11,875;DE;3;2810,539024;952,9631222;0,000326223;0,000319545;2,09867E-05;101619712;300553216;2583552;404756480;0,008304817;0,006879161;1;Lat286Lon307;DE;Lat286Lon307;Won_3
Lat286Lon308;286;308;53;12,5;DE;3;2799,591384;949,232909;0,000327505;0,0003208;2,10688E-05;111953920;748368896;1722368;862045184;0,008272468;0,006852234;1;Lat286Lon308;DE;Lat286Lon308;Won_3
Lat286Lon309;286;309;53;13,125;DE;3;2793,846432;944,7951285;0,000329043;0,000322307;2,11121E-05;73200640;346195968;2583552;421980160;0,008255492;0,006820199;1;Lat286Lon309;DE;Lat286Lon309;Won_3
Lat286Lon310;286;310;53;13,75;DE;3;2789,938488;947,8369054;0,000327987;0,000321273;2,11417E-05;88701952;258355200;7750656;354807808;0,008243945;0,006842156;1;Lat286Lon310;DE;Lat286Lon310;Won_3
Lat286Lon311;286;311;53;14,375;PL;3;2784,914144;948,9038622;0,000327618;0,000320912;2,11798E-05;96452608;434897920;6889472;538240000;0,007820789;0,007659906;1;Lat286Lon311;PL;Lat286Lon311;Won_3
Lat286Lon312;286;312;53;15;PL;3;2794,36916;949,2102219;0,000327512;0,000320808;2,11082E-05;86118400;459872256;4305920;550296576;0,007847341;0,007662379;1;Lat286Lon312;PL;Lat286Lon312;Won_3
Lat286Lon313;286;313;53;15,625;PL;3;2792,916624;948,2594592;0,000327841;0,00032113;2,11191E-05;41336832;116259840;1722368;159319040;0,007843262;0,007654704;1;Lat286Lon313;PL;Lat286Lon313;Won_3
Lat286Lon314;286;314;53;16,25;PL;3;2789,901608;944,9272611;0,000328997;0,000322262;2,1142E-05;28419072;431453184;0;459872256;0,007834795;0,007627806;1;Lat286Lon314;PL;Lat286Lon314;Won_3
Lat286Lon315;286;315;53;16,875;PL;3;2787,913248;938,7281474;0,00033117;0,00032439;2,1157E-05;98174976;719088640;0;817263616;0,007829211;0,007577764;1;Lat286Lon315;PL;Lat286Lon315;Won_3
Lat286Lon316;286;316;53;17,5;PL;3;2776,537248;937,1426893;0,00033173;0,000324939;2,12437E-05;59421696;481401856;0;540823552;0,007797264;0,007564966;1;Lat286Lon316;PL;Lat286Lon316;Won_3
Lat286Lon317;286;317;53;18,125;PL;3;2747,805448;942,675819;0,000329783;0,000323032;2,14659E-05;223046656;554602496;13778944;791428096;0,007716578;0,007609631;1;Lat286Lon317;PL;Lat286Lon317;Won_3
Lat286Lon318;286;318;53;18,75;PL;3;2744,641528;945,8048206;0,000328692;0,000321963;2,14906E-05;136928256;293663744;3444736;434036736;0,007707693;0,00763489;1;Lat286Lon318;PL;Lat286Lon318;Won_3
Lat286Lon319;286;319;53;19,375;PL;3;2764,57416;937,2033521;0,000331708;0,000324918;2,13357E-05;45642752;353946624;0;399589376;0,007763669;0,007565455;1;Lat286Lon319;PL;Lat286Lon319;Won_3
Lat286Lon320;286;320;53;20;PL;3;2709,51752;943,3491669;0,000329547;0,000322801;2,17692E-05;49087488;173959168;861184;223907840;0,007609055;0,007615067;1;Lat286Lon320;PL;Lat286Lon320;Won_3
Lat286Lon321;286;321;53;20,625;PL;3;2654,537904;943,3954153;0,000329531;0,000322785;2,22201E-05;92146688;451260416;6889472;550296576;0,007454657;0,00761544;1;Lat286Lon321;PL;Lat286Lon321;Won_3
Lat286Lon322;286;322;53;21,25;PL;3;2627,898048;933,1794742;0,000333139;0,000326319;2,24453E-05;75784192;1094564864;4305920;1174654976;0,007379845;0,007532973;1;Lat286Lon322;PL;Lat286Lon322;Won_3
Lat286Lon323;286;323;53;21,875;PL;3;2597,925416;933,5999396;0,000332989;0,000326172;2,27043E-05;117121024;608857088;16362496;742340608;0,007295674;0,007536367;1;Lat286Lon323;PL;Lat286Lon323;Won_3
Lat286Lon324;286;324;53;22,5;PL;3;2548,479336;927,3068575;0,000335248;0,000328386;2,31448E-05;103342080;612301824;2583552;718227456;0,007156816;0,007485567;1;Lat286Lon324;PL;Lat286Lon324;Won_3
Lat286Lon325;286;325;53;23,125;PL;3;2550,209128;921,0079397;0,000337541;0,000330632;2,31291E-05;217879552;564936704;3444736;786260992;0,007161674;0,00743472;1;Lat286Lon325;PL;Lat286Lon325;Won_3
Lat286Lon326;286;326;53;23,75;PL;3;2616,685344;928,2975545;0,000334891;0,000328035;2,25415E-05;31863808;196349952;0;228213760;0,007348357;0,007493564;1;Lat286Lon326;PL;Lat286Lon326;Won_3
Lat287Lon272;287;272;53,5;-10;IE;3;3588,072784;910,2273698;0,000341539;0,000334547;1,64389E-05;0;76645376;3444736;80090112;0,032431509;0,030267673;1;Lat287Lon272;IE;Lat287Lon272;Won_3
Lat287Lon273;287;273;53,5;-9,375;IE;3;3396,92368;901,4553234;0,000344863;0,000337803;1,73639E-05;12917760;208406528;32724992;254049280;0,03070377;0,029975977;1;Lat287Lon273;IE;Lat287Lon273;Won_3
Lat287Lon274;287;274;53,5;-8,75;IE;2;3345,18123;909,1033867;0,000341961;0,000334961;1,76325E-05;48226304;161041408;31002624;240270336;0,030236085;0,030230297;1;Lat287Lon274;IE;Lat287Lon274;Won_2
Lat287Lon275;287;275;53,5;-8,125;IE;2;3287,1139;887,6900127;0,00035021;0,000343041;1,7944E-05;37030912;178265088;6028288;221324288;0,029711232;0,029518241;1;Lat287Lon275;IE;Lat287Lon275;Won_2
Lat287Lon276;287;276;53,5;-7,5;IE;2;3261,0327;895,4806949;0,000347163;0,000340057;1,80875E-05;55115776;236825600;11195392;303136768;0,029475492;0,029777303;1;Lat287Lon276;IE;Lat287Lon276;Won_2
Lat287Lon277;287;277;53,5;-6,875;IE;2;3280,0058;911,7027041;0,000340986;0,000334006;1,79829E-05;76645376;138650624;13778944;229074944;0,029646984;0,030316732;1;Lat287Lon277;IE;Lat287Lon277;Won_2
Lat287Lon278;287;278;53,5;-6,25;IE;3;3343,244432;930,4398654;0,00033412;0,00032728;1,76427E-05;449538048;18084864;11195392;478818304;0,030218579;0,030939796;1;Lat287Lon278;IE;Lat287Lon278;Won_3
Lat287Lon284;287;284;53,5;-2,5;GB;2;3187,25384;930,8305918;0,000333979;0,000327143;1,85062E-05;1098870784;88701952;86118400;1273691136;0,009256082;0,009755365;1;Lat287Lon284;GB;Lat287Lon284;Won_2
Lat287Lon285;287;285;53,5;-1,875;GB;2;3181,51978;921,949775;0,000337196;0,000330294;1,85396E-05;678612992;74923008;116259840;869795840;0,00923943;0,009662291;1;Lat287Lon285;GB;Lat287Lon285;Won_2
Lat287Lon286;287;286;53,5;-1,25;GB;2;3183,38456;928,8075293;0,000334707;0,000327855;1,85287E-05;771620864;155874304;74061824;1001556992;0,009244845;0,009734162;1;Lat287Lon286;GB;Lat287Lon286;Won_2
Lat287Lon287;287;287;53,5;-0,625;GB;2;3157,21864;920,2665103;0,000337813;0,000330898;1,86823E-05;179126272;74061824;20668416;273856512;0,009168857;0,00964465;1;Lat287Lon287;GB;Lat287Lon287;Won_2
Lat287Lon288;287;288;53,5;0;GB;2;3424,57688;925,7052182;0,000335828;0,000328954;1,72237E-05;97313792;34447360;861184;132622336;0,00994529;0,009701649;1;Lat287Lon288;GB;Lat287Lon288;Won_2
Lat287Lon298;287;298;53,5;6,25;NL;3;3556,071056;955,666032;0,0003253;0,000318641;1,65868E-05;48226304;8611840;1722368;58560512;0,083089936;0,066648722;1;Lat287Lon298;NL;Lat287Lon298;Won_3
Lat287Lon300;287;300;53,5;7,5;DE;3;3503,663768;956,2357582;0,000325106;0,000318451;1,68349E-05;223907840;115398656;4305920;343612416;0,01035292;0,006902785;1;Lat287Lon300;DE;Lat287Lon300;Won_3
Lat287Lon302;287;302;53,5;8,75;DE;2;2552,263008;957,6534213;0,000324625;0,00031798;2,31105E-05;206684160;268689408;13778944;489152512;0,007541641;0,006913019;1;Lat287Lon302;DE;Lat287Lon302;Won_2
Lat287Lon303;287;303;53,5;9,375;DE;2;2462,433536;959,8425782;0,000323885;0,000317254;2,39535E-05;226491392;247159808;1722368;475373568;0,007276206;0,006928822;1;Lat287Lon303;DE;Lat287Lon303;Won_2
Lat287Lon304;287;304;53,5;10;DE;2;2399,649416;958,9461294;0,000324187;0,000317551;2,45803E-05;868073472;254049280;7750656;1129873408;0,007090686;0,006922351;1;Lat287Lon304;DE;Lat287Lon304;Won_2
Lat287Lon305;287;305;53,5;10,625;DE;2;2362,485;952,2710853;0,00032646;0,000319777;2,49669E-05;229074944;563214336;4305920;796595200;0,006980869;0,006874165;1;Lat287Lon305;DE;Lat287Lon305;Won_2
Lat287Lon306;287;306;53,5;11,25;DE;2;2313,246944;957,4244377;0,000324703;0,000318056;2,54984E-05;134344704;581299200;10334208;725978112;0,006835376;0,006911366;1;Lat287Lon306;DE;Lat287Lon306;Won_2
