;;;;;;;h;h;MW/m2;MW/m2;MW/m2;m2;m2;m2;m2;;;;Mapping;;;
ID;NASA_Lat;NASA_Long;DEC_Lat;DEC_Long;CNTR_ID;class;VLH_wind;VLH_pv;a_spec_pv_r;a_spec_pv_u;a_spec_won;pv_area;wind_area;both_area;all_area;wind_wvlh;pv_wvlh;lu_not;_id1;_c;_id2;_won23
Lat287Lon307;287;307;53,5;11,875;DE;3;2946,089576;954,2088974;0,000325797;0,000319127;2,00211E-05;81812480;613163008;5167104;700142592;0,008705353;0,006888154;1;Lat287Lon307;DE;Lat287Lon307;Won_3
Lat287Lon308;287;308;53,5;12,5;DE;3;2942,53152;948,1270387;0,000327887;0,000321175;2,00453E-05;47365120;322944000;6889472;377198592;0,008694839;0,006844251;1;Lat287Lon308;DE;Lat287Lon308;Won_3
Lat287Lon309;287;309;53,5;13,125;DE;2;2312,342616;944,3134665;0,000329211;0,000322472;2,55083E-05;133483520;384088064;10334208;527905792;0,006832704;0,006816722;1;Lat287Lon309;DE;Lat287Lon309;Won_2
Lat287Lon310;287;310;53,5;13,75;DE;2;2307,457552;945,180604;0,000328909;0,000322176;2,55623E-05;79228928;277301248;9473024;366003200;0,006818269;0,006822981;1;Lat287Lon310;DE;Lat287Lon310;Won_2
Lat287Lon311;287;311;53,5;14,375;PL;3;2935,682216;951,1130301;0,000326857;0,000320166;2,00921E-05;206684160;356530176;1722368;564936704;0,008244186;0,007677739;1;Lat287Lon311;PL;Lat287Lon311;Won_3
Lat287Lon312;287;312;53,5;15;PL;3;2941,870032;951,2050429;0,000326826;0,000320135;2,00498E-05;136928256;959358976;2583552;1098870784;0,008261563;0,007678482;1;Lat287Lon312;PL;Lat287Lon312;Won_3
Lat287Lon313;287;313;53,5;15,625;PL;2;2887,29031;938,411465;0,000331281;0,0003245;2,04288E-05;32724992;632970240;63727616;729422848;0,008108289;0,007575208;1;Lat287Lon313;PL;Lat287Lon313;Won_2
Lat287Lon314;287;314;53,5;16,25;PL;3;2949,528736;939,7139887;0,000330822;0,00032405;1,99978E-05;37892096;800901120;15501312;854294528;0,008283071;0,007585722;1;Lat287Lon314;PL;Lat287Lon314;Won_3
Lat287Lon315;287;315;53,5;16,875;PL;3;2910,282848;937,9969176;0,000331428;0,000324643;2,02674E-05;69755904;1001556992;12056576;1083369472;0,008172858;0,007571861;1;Lat287Lon315;PL;Lat287Lon315;Won_3
Lat287Lon316;287;316;53,5;17,5;PL;3;2852,598144;929,3973948;0,000334494;0,000327647;2,06773E-05;62866432;409923584;0;472790016;0,008010864;0,007502443;1;Lat287Lon316;PL;Lat287Lon316;Won_3
Lat287Lon317;287;317;53,5;18,125;PL;3;2770,074736;934,5786556;0,00033264;0,000325831;2,12933E-05;42198016;223046656;0;265244672;0,007779116;0,007544268;1;Lat287Lon317;PL;Lat287Lon317;Won_3
Lat287Lon318;287;318;53,5;18,75;PL;3;2766,247888;938,9551609;0,000331089;0,000324312;2,13227E-05;86979584;132622336;0;219601920;0,007768369;0,007579597;1;Lat287Lon318;PL;Lat287Lon318;Won_3
Lat287Lon319;287;319;53,5;19,375;PL;3;2817,311096;931,5361634;0,000333726;0,000326895;2,09363E-05;43920384;250604544;0;294524928;0,007911768;0,007519708;1;Lat287Lon319;PL;Lat287Lon319;Won_3
Lat287Lon320;287;320;53,5;20;PL;3;2822,163144;931,6189424;0,000333697;0,000326866;2,09003E-05;49087488;303997952;5167104;358252544;0,007925394;0,007520376;1;Lat287Lon320;PL;Lat287Lon320;Won_3
Lat287Lon321;287;321;53,5;20,625;PL;3;2767,135824;935,8946343;0,000332172;0,000325372;2,13159E-05;37030912;311748608;0;348779520;0,007770863;0,007554891;1;Lat287Lon321;PL;Lat287Lon321;Won_3
Lat287Lon322;287;322;53,5;21,25;PL;3;2739,771216;925,7132698;0,000335826;0,000328951;2,15288E-05;43920384;699281408;0;743201792;0,007694015;0,007472703;1;Lat287Lon322;PL;Lat287Lon322;Won_3
Lat287Lon323;287;323;53,5;21,875;PL;3;2629,8708;921,4489045;0,00033738;0,000330473;2,24285E-05;55976960;389255168;1722368;446954496;0,007385385;0,00743828;1;Lat287Lon323;PL;Lat287Lon323;Won_3
Lat287Lon324;287;324;53,5;22,5;PL;3;2996,7192;925,6330273;0,000335855;0,000328979;1,96829E-05;72339456;372031488;4305920;448676864;0,008415595;0,007472055;1;Lat287Lon324;PL;Lat287Lon324;Won_3
Lat287Lon325;287;325;53,5;23,125;PL;3;2635,75634;921,0370026;0,000337531;0,000330621;2,23784E-05;55115776;241992704;1722368;298830848;0,007401914;0,007434955;1;Lat287Lon325;PL;Lat287Lon325;Won_3
Lat288Lon272;288;272;54;-10;IE;3;3647,675912;889,3568616;0,000349554;0,000342398;1,61703E-05;2583552;85257216;0;87840768;0,032970244;0,029573668;1;Lat288Lon272;IE;Lat288Lon272;Won_3
Lat288Lon273;288;273;54;-9,375;IE;3;3491,294008;870,9631442;0,000356936;0,000349629;1,68946E-05;31002624;411645952;14640128;457288704;0,031556755;0,028962024;1;Lat288Lon273;IE;Lat288Lon273;Won_3
Lat288Lon274;288;274;54;-8,75;IE;3;3368,041904;863,3343634;0,00036009;0,000352719;1,75128E-05;16362496;316054528;8611840;341028864;0,030442716;0,028708346;1;Lat288Lon274;IE;Lat288Lon274;Won_3
Lat288Lon275;288;275;54;-8,125;IE;2;3272,44575;860,268489;0,000361373;0,000353976;1,80244E-05;24113152;441787392;18084864;483985408;0,029578651;0,028606396;1;Lat288Lon275;IE;Lat288Lon275;Won_2
Lat288Lon276;288;276;54;-7,5;IE;2;3220,16777;867,4337151;0,000358388;0,000351052;1,83171E-05;26696704;227352576;6889472;260938752;0,029106126;0,028844661;1;Lat288Lon276;IE;Lat288Lon276;Won_2
Lat288Lon277;288;277;54;-6,875;IE;2;3217,88216;875,1257512;0,000355238;0,000347966;1,83301E-05;37030912;111092736;8611840;156735488;0,029085467;0,029100443;1;Lat288Lon277;IE;Lat288Lon277;Won_2
Lat288Lon278;288;278;54;-6,25;IE;3;3295,926528;896,8905211;0,000346618;0,000339522;1,7896E-05;38753280;27557888;6889472;73200640;0,029790887;0,029824184;1;Lat288Lon278;IE;Lat288Lon278;Won_3
Lat288Lon284;288;284;54;-2,5;GB;2;3251,07043;906,4691332;0,000342955;0,000335935;1,81429E-05;177403904;38753280;30141440;246298624;0,009441411;0,00950005;1;Lat288Lon284;GB;Lat288Lon284;Won_2
Lat288Lon285;288;285;54;-1,875;GB;2;3197,83664;889,1056947;0,000349653;0,000342495;1,8445E-05;332417024;50809856;62005248;445232128;0,009286816;0,009318076;1;Lat288Lon285;GB;Lat288Lon285;Won_2
Lat288Lon286;288;286;54;-1,25;GB;2;3113,65111;911,6879491;0,000340992;0,000334012;1,89437E-05;341028864;86118400;9473024;436620288;0,009042333;0,009554744;1;Lat288Lon286;GB;Lat288Lon286;Won_2
Lat288Lon287;288;287;54;-0,625;GB;2;3243,45672;903,4677505;0,000344094;0,000337051;1,81855E-05;148123648;41336832;7750656;197211136;0,009419301;0,009468595;1;Lat288Lon287;GB;Lat288Lon287;Won_2
Lat288Lon303;288;303;54;9,375;DE;2;2607,923712;961,6589236;0,000323273;0,000316655;2,26172E-05;203239424;204961792;22390784;430592000;0,007706112;0,006941933;1;Lat288Lon303;DE;Lat288Lon303;Won_2
Lat288Lon304;288;304;54;10;DE;2;2547,136904;952,9918281;0,000326213;0,000319535;2,3157E-05;249743360;428869632;23251968;701864960;0,007526494;0,006879368;1;Lat288Lon304;DE;Lat288Lon304;Won_2
Lat288Lon305;288;305;54;10,625;DE;2;2571,533168;948,4727693;0,000327767;0,000321057;2,29373E-05;190321664;257494016;3444736;451260416;0,007598582;0,006846746;1;Lat288Lon305;DE;Lat288Lon305;Won_2
Lat288Lon307;288;307;54;11,875;DE;2;2623,931416;950,7634423;0,000326977;0,000320284;2,24792E-05;142956544;171375616;12917760;327249920;0,007753413;0,006863282;1;Lat288Lon307;DE;Lat288Lon307;Won_2
Lat288Lon308;288;308;54;12,5;DE;2;2489,467168;947,0385489;0,000328263;0,000321544;2,36934E-05;83534848;271272960;1722368;356530176;0,007356087;0,006836393;1;Lat288Lon308;DE;Lat288Lon308;Won_2
Lat288Lon309;288;309;54;13,125;DE;2;2451,378632;944,6340698;0,000329099;0,000322362;2,40616E-05;117982208;240270336;2583552;360836096;0,00724354;0,006819036;1;Lat288Lon309;DE;Lat288Lon309;Won_2
Lat288Lon310;288;310;54;13,75;DE;2;2526,086488;950,9165447;0,000326925;0,000320232;2,335E-05;44781568;195488768;1722368;241992704;0,007464293;0,006864387;1;Lat288Lon310;DE;Lat288Lon310;Won_2
Lat288Lon312;288;312;54;15;PL;2;2560,998432;952,5703228;0,000326357;0,000319676;2,30316E-05;67172352;539101184;0;606273536;0,007191973;0,007689503;1;Lat288Lon312;PL;Lat288Lon312;Won_2
Lat288Lon313;288;313;54;15,625;PL;2;3128,87328;948,456793;0,000327773;0,000321063;1,88515E-05;68894720;838793216;861184;908549120;0,008786719;0,007656297;1;Lat288Lon313;PL;Lat288Lon313;Won_2
Lat288Lon314;288;314;54;16,25;PL;2;3064,76328;944,7904096;0,000329045;0,000322309;1,92459E-05;90424320;1283164160;0;1373588480;0,008606681;0,007626701;1;Lat288Lon314;PL;Lat288Lon314;Won_2
Lat288Lon315;288;315;54;16,875;PL;2;3022,54747;935,7114871;0,000332237;0,000325436;1,95147E-05;42198016;1419231232;1722368;1463151616;0,008488127;0,007553412;1;Lat288Lon315;PL;Lat288Lon315;Won_2
Lat288Lon316;288;316;54;17,5;PL;2;2906,47856;935,2941986;0,000332385;0,000325581;2,0294E-05;35308544;511543296;0;546851840;0,008162175;0,007550044;1;Lat288Lon316;PL;Lat288Lon316;Won_2
Lat288Lon317;288;317;54;18,125;PL;3;2906,906864;938,9680263;0,000331085;0,000324307;2,0291E-05;34447360;398728192;5167104;438342656;0,008163377;0,0075797;1;Lat288Lon317;PL;Lat288Lon317;Won_3
Lat288Lon318;288;318;54;18,75;PL;3;2851,5386;943,942332;0,00032934;0,000322598;2,0685E-05;158457856;381504512;1722368;541684736;0,008007888;0,007619855;1;Lat288Lon318;PL;Lat288Lon318;Won_3
Lat288Lon319;288;319;54;19,375;PL;3;2878,686632;939,2875973;0,000330972;0,000324197;2,04899E-05;106786816;205822976;0;312609792;0,008084127;0,00758228;1;Lat288Lon319;PL;Lat288Lon319;Won_3
Lat288Lon320;288;320;54;20;PL;3;2866,228264;938,238062;0,000331342;0,00032456;2,0579E-05;63727616;513265664;0;576993280;0,008049141;0,007573808;1;Lat288Lon320;PL;Lat288Lon320;Won_3
Lat288Lon321;288;321;54;20,625;PL;3;2830,37572;931,4232725;0,000333767;0,000326934;2,08396E-05;94730240;629525504;1722368;725978112;0,007948457;0,007518796;1;Lat288Lon321;PL;Lat288Lon321;Won_3
Lat288Lon322;288;322;54;21,25;PL;3;2814,69724;924,6549116;0,00033621;0,000329327;2,09557E-05;70617088;321221632;0;391838720;0,007904428;0,00746416;1;Lat288Lon322;PL;Lat288Lon322;Won_3
Lat288Lon323;288;323;54;21,875;PL;3;2754,817056;923,150205;0,000336758;0,000329864;2,14112E-05;30141440;155013120;4305920;189460480;0,007736268;0,007452013;1;Lat288Lon323;PL;Lat288Lon323;Won_3
Lat288Lon324;288;324;54;22,5;PL;3;2565,478824;917,0792286;0,000338987;0,000332048;2,29914E-05;54254592;204100608;1722368;260077568;0,007204555;0,007403006;1;Lat288Lon324;PL;Lat288Lon324;Won_3
Lat288Lon325;288;325;54;23,125;PL;3;3025,91584;920,2025432;0,000337837;0,000330921;1,94929E-05;52532224;56838144;6889472;116259840;0,008497587;0,007428218;1;Lat288Lon325;PL;Lat288Lon325;Won_3
Lat289Lon275;289;275;54,5;-8,125;IE;3;3323,446104;844,5296782;0,000368108;0,000360573;1,77478E-05;20668416;522738688;95591424;638998528;0,030039628;0,028083036;1;Lat289Lon275;IE;Lat289Lon275;Won_3
Lat289Lon276;289;276;54,5;-7,5;GB;2;3231,90393;854,4169521;0,000363848;0,0003564;1,82505E-05;52532224;263522304;172236800;488291328;0,00938575;0,008954528;1;Lat289Lon276;GB;Lat289Lon276;Won_2
Lat289Lon277;289;277;54,5;-6,875;GB;2;3203,71221;865,9012822;0,000359023;0,000351673;1,84111E-05;62866432;68033536;100758528;231658496;0,009303879;0,009074887;1;Lat289Lon277;GB;Lat289Lon277;Won_2
Lat289Lon278;289;278;54,5;-6,25;GB;2;3333,63868;869,9897174;0,000357335;0,000350021;1,76936E-05;237686784;12056576;33586176;283329536;0,009681197;0,009117735;1;Lat289Lon278;GB;Lat289Lon278;Won_2
Lat289Lon283;289;283;54,5;-3,125;GB;3;3234,670312;890,7448762;0,000349009;0,000341865;1,82349E-05;13778944;18946048;16362496;49087488;0,009393784;0,009335255;1;Lat289Lon283;GB;Lat289Lon283;Won_3
Lat289Lon284;289;284;54,5;-2,5;GB;2;3245,59337;865,1173306;0,000359348;0,000351992;1,81736E-05;32724992;40475648;42198016;115398656;0,009425506;0,009066671;1;Lat289Lon284;GB;Lat289Lon284;Won_2
Lat289Lon285;289;285;54,5;-1,875;GB;2;3241,39842;885,2574809;0,000351173;0,000343984;1,81971E-05;107648000;95591424;69755904;272995328;0,009413323;0,009277746;1;Lat289Lon285;GB;Lat289Lon285;Won_2
Lat289Lon286;289;286;54,5;-1,25;GB;2;3292,67571;892,6707034;0,000348256;0,000341127;1,79137E-05;312609792;42198016;18946048;373753856;0,009562237;0,009355438;1;Lat289Lon286;GB;Lat289Lon286;Won_2
Lat289Lon303;289;303;54,5;9,375;DE;2;2789,642072;952,0105431;0,000326549;0,000319864;2,11439E-05;174820352;146401280;18084864;339306496;0,008243069;0,006872285;1;Lat289Lon303;DE;Lat289Lon303;Won_2
Lat289Lon315;289;315;54,5;16,875;PL;2;2644,806552;937,4964879;0,000331605;0,000324816;2,23018E-05;96452608;700142592;0;796595200;0,007427329;0,007567822;1;Lat289Lon315;PL;Lat289Lon315;Won_2
Lat289Lon316;289;316;54,5;17,5;PL;2;2547,670128;927,3707814;0,000335225;0,000328363;2,31521E-05;72339456;930939904;1722368;1005001728;0,007154544;0,007486083;1;Lat289Lon316;PL;Lat289Lon316;Won_2
Lat289Lon317;289;317;54,5;18,125;PL;2;3119,23927;938,3720596;0,000331295;0,000324513;1,89097E-05;144678912;456427520;3444736;604551168;0,008759664;0,00757489;1;Lat289Lon317;PL;Lat289Lon317;Won_2
Lat290Lon275;290;275;55;-8,125;IE;3;3542,843232;847,2252026;0,000366937;0,000359425;1,66488E-05;6889472;250604544;31002624;288496640;0,032022693;0,02817267;1;Lat290Lon275;IE;Lat290Lon275;Won_3
Lat290Lon276;290;276;55;-7,5;IE;3;3444,5636;857,4283383;0,00036257;0,000355148;1,71238E-05;84396032;169653248;12056576;266105856;0,031134373;0,028511953;1;Lat290Lon276;IE;Lat290Lon276;Won_3
Lat290Lon277;290;277;55;-6,875;GB;3;3427,591944;862,4485567;0,00036046;0,000353081;1,72086E-05;51671040;99036160;86118400;236825600;0,009954046;0,009038702;1;Lat290Lon277;GB;Lat290Lon277;Won_3
Lat290Lon278;290;278;55;-6,25;GB;3;3460,127248;863,5552179;0,000359998;0,000352629;1,70468E-05;49948672;56838144;87840768;194627584;0,010048532;0,0090503;1;Lat290Lon278;GB;Lat290Lon278;Won_3
Lat290Lon280;290;280;55;-5;GB;3;3474,5786;876,4775916;0,00035469;0,00034743;1,69759E-05;10334208;454705152;98174976;563214336;0,0100905;0,00918573;1;Lat290Lon280;GB;Lat290Lon280;Won_3
Lat290Lon281;290;281;55;-4,375;GB;3;3370,448696;868,794951;0,000357827;0,000350502;1,75003E-05;6028288;1191878656;171375616;1369282560;0,009788097;0,009105214;1;Lat290Lon281;GB;Lat290Lon281;Won_3
Lat290Lon282;290;282;55;-3,75;GB;2;3361,72212;864,3141757;0,000359682;0,000352319;1,75458E-05;44781568;574409728;180848640;800039936;0,009762754;0,009058254;1;Lat290Lon282;GB;Lat290Lon282;Won_2
Lat290Lon283;290;283;55;-3,125;GB;2;3201,88048;868,700005;0,000357866;0,00035054;1,84217E-05;70617088;368586752;311748608;750952448;0,009298559;0,009104219;1;Lat290Lon283;GB;Lat290Lon283;Won_2
Lat290Lon284;290;284;55;-2,5;GB;2;3236,33883;855,6138139;0,000363339;0,000355902;1,82255E-05;10334208;709615616;165347328;885297152;0,00939863;0,008967072;1;Lat290Lon284;GB;Lat290Lon284;Won_2
Lat290Lon285;290;285;55;-1,875;GB;2;3312,72299;887,0654138;0,000350457;0,000343283;1,78053E-05;370309120;229936128;95591424;695836672;0,009620456;0,009296693;1;Lat290Lon285;GB;Lat290Lon285;Won_2
Lat290Lon302;290;302;55;8,75;DK;3;3613,559856;941,953314;0,000330036;0,00032328;1,6323E-05;67172352;86118400;0;153290752;0,041524869;0,041513242;1;Lat290Lon302;DK;Lat290Lon302;Won_3
Lat290Lon303;290;303;55;9,375;DK;3;3466,56712;938,3648925;0,000331298;0,000324516;1,70151E-05;155874304;183432192;4305920;343612416;0,039835717;0,041355095;1;Lat290Lon303;DK;Lat290Lon303;Won_3
Lat290Lon305;290;305;55;10,625;DK;3;3588,586808;927,7172148;0,0003351;0,00032824;1,64366E-05;68894720;135205888;861184;204961792;0,041237894;0,040885837;1;Lat290Lon305;DK;Lat290Lon305;Won_3
Lat290Lon308;290;308;55;12,5;DK;3;3605,452592;936,9188876;0,000331809;0,000325017;1,63597E-05;0;13778944;0;13778944;0,041431706;0,041291368;1;Lat290Lon308;DK;Lat290Lon308;Won_3
Lat290Lon312;290;312;55;15;DK;3;3582,963824;943,7551753;0,000329405;0,000322662;1,64623E-05;18084864;61144064;0;79228928;0,041173278;0,041592653;1;Lat290Lon312;DK;Lat290Lon312;Won_3
Lat291Lon279;291;279;55,5;-5,625;GB;3;3471,879712;854,0021825;0,000364025;0,000356573;1,69891E-05;6028288;394422272;37892096;438342656;0,010082662;0,008950182;1;Lat291Lon279;GB;Lat291Lon279;Won_3
Lat291Lon281;291;281;55,5;-4,375;GB;3;3245,722272;855,8306229;0,000363247;0,000355811;1,81728E-05;173097984;696697856;260077568;1129873408;0,00942588;0,008969344;1;Lat291Lon281;GB;Lat291Lon281;Won_3
Lat291Lon282;291;282;55,5;-3,75;GB;2;3294,98588;847,7654726;0,000366703;0,000359196;1,79011E-05;66311168;601106432;523599872;1191017472;0,009568946;0,008884819;1;Lat291Lon282;GB;Lat291Lon282;Won_2
Lat291Lon283;291;283;55,5;-3,125;GB;2;3273,45708;829,9746155;0,000374563;0,000366896;1,80189E-05;15501312;935245824;997251072;1947998208;0,009506424;0,008698366;1;Lat291Lon283;GB;Lat291Lon283;Won_2
Lat291Lon284;291;284;55,5;-2,5;GB;2;3261,15793;859,5355843;0,000361682;0,000354278;1,80868E-05;31002624;474512384;447815680;953330688;0,009470706;0,009008173;1;Lat291Lon284;GB;Lat291Lon284;Won_2
Lat291Lon285;291;285;55,5;-1,875;GB;3;3253,08508;881,7639127;0,000352564;0,000345347;1,81317E-05;25835520;133483520;40475648;199794688;0,009447262;0,009241132;1;Lat291Lon285;GB;Lat291Lon285;Won_3
Lat291Lon302;291;302;55,5;8,75;DK;3;3579,587208;925,3436254;0,00033596;0,000329082;1,64779E-05;122288128;254049280;861184;377198592;0,041134476;0,040781229;1;Lat291Lon302;DK;Lat291Lon302;Won_3
Lat291Lon303;291;303;55,5;9,375;DK;3;3448,20792;913,5142332;0,00034031;0,000333344;1,71057E-05;173097984;346195968;1722368;521016320;0,039624744;0,040259891;1;Lat291Lon303;DK;Lat291Lon303;Won_3
Lat291Lon304;291;304;55,5;10;DK;3;3480,000976;907,7048292;0,000342488;0,000335477;1,69494E-05;103342080;120565760;0;223907840;0,039990091;0,040003862;1;Lat291Lon304;DK;Lat291Lon304;Won_3
Lat291Lon305;291;305;55,5;10,625;DK;3;3536,8792;908,7311552;0,000342101;0,000335098;1,66768E-05;170514432;46503936;1722368;218740736;0,040643701;0,040049094;1;Lat291Lon305;DK;Lat291Lon305;Won_3
Lat291Lon306;291;306;55,5;11,25;DK;3;3554,9942;915,1995618;0,000339683;0,00033273;1,65919E-05;82673664;225630208;12056576;320360448;0,040851868;0,040334166;1;Lat291Lon306;DK;Lat291Lon306;Won_3
Lat291Lon307;291;307;55,5;11,875;DK;3;3482,582712;916,1803129;0,00033932;0,000332374;1,69369E-05;192905216;316054528;11195392;520155136;0,040019758;0,040377389;1;Lat291Lon307;DK;Lat291Lon307;Won_3
Lat291Lon309;291;309;55,5;13,125;SE;3;3520,07912;898,0361199;0,000346176;0,000339089;1,67564E-05;227352576;80090112;6889472;314332160;0,006274956;0,004494432;1;Lat291Lon309;SE;Lat291Lon309;Won_3
Lat291Lon310;291;310;55,5;13,75;SE;3;3509,853032;910,4393757;0,000341459;0,00033447;1,68053E-05;65449984;303997952;0;369447936;0,006256727;0,004556507;1;Lat291Lon310;SE;Lat291Lon310;Won_3
Lat292Lon280;292;280;56;-5;GB;2;3296,38878;830,7020593;0,000374235;0,000366575;1,78935E-05;21529600;418535424;106786816;546851840;0,00957302;0,00870599;1;Lat292Lon280;GB;Lat292Lon280;Won_2
Lat292Lon281;292;281;56;-4,375;GB;2;3122,21959;833,7129934;0,000372884;0,000365251;1,88917E-05;576132096;253188096;173959168;1003279360;0,009067217;0,008737545;1;Lat292Lon281;GB;Lat292Lon281;Won_2
Lat292Lon282;292;282;56;-3,75;GB;2;3163,85167;839,9412959;0,000370119;0,000362542;1,86431E-05;452982784;510682112;324666368;1288331264;0,00918812;0,00880282;1;Lat292Lon282;GB;Lat292Lon282;Won_2
Lat292Lon301;292;301;56;8,125;DK;3;3711,380328;919,5143575;0,000338089;0,000331169;1,58927E-05;29280256;96452608;5167104;130899968;0,042648964;0,040524325;1;Lat292Lon301;DK;Lat292Lon301;Won_3
Lat292Lon302;292;302;56;8,75;DK;3;3511,975048;909,626682;0,000341765;0,000334768;1,67951E-05;114537472;380643328;1722368;496903168;0,040357518;0,040088561;1;Lat292Lon302;DK;Lat292Lon302;Won_3
Lat292Lon303;292;303;56;9,375;DK;2;2790,34224;899,2655891;0,000345702;0,000338626;2,11386E-05;155874304;580438016;861184;737173504;0,032064945;0,039631933;1;Lat292Lon303;DK;Lat292Lon303;Won_2
Lat292Lon304;292;304;56;10;DK;3;3429,74904;892,3140215;0,000348395;0,000341264;1,71978E-05;274717696;195488768;861184;471067648;0,039412625;0,039325567;1;Lat292Lon304;DK;Lat292Lon304;Won_3
Lat292Lon308;292;308;56;12,5;DK;2;2801,700904;885,5982497;0,000351037;0,000343851;2,10529E-05;293663744;210990080;3444736;508098560;0,032195472;0,039029593;1;Lat292Lon308;DK;Lat292Lon308;Won_2
Lat292Lon309;292;309;56;13,125;SE;2;2696,587368;882,4587597;0,000352286;0,000345075;2,18736E-05;163624960;993806336;6889472;1164320768;0,004806985;0,004416471;1;Lat292Lon309;SE;Lat292Lon309;Won_2
Lat292Lon310;292;310;56;13,75;SE;2;2555,568488;881,8196307;0,000352542;0,000345325;2,30806E-05;94730240;2083204096;1722368;2179656704;0,004555602;0,004413273;1;Lat292Lon310;SE;Lat292Lon310;Won_2
Lat292Lon311;292;311;56;14,375;SE;2;3080,29097;880,8192647;0,000352942;0,000345717;1,91488E-05;79228928;831903744;1722368;912855040;0,005490982;0,004408266;1;Lat292Lon311;SE;Lat292Lon311;Won_2
Lat293Lon277;293;277;56,5;-6,875;GB;3;3663,754112;826,0520422;0,000376342;0,000368638;1,60993E-05;0;0;7750656;7750656;0,010639883;0,008657256;1;Lat293Lon277;GB;Lat293Lon277;Won_3
Lat293Lon280;293;280;56,5;-5;GB;2;3023,18601;815,5092467;0,000381207;0,000373404;1,95105E-05;1722368;348779520;162763776;513265664;0,008779614;0,008546765;1;Lat293Lon280;GB;Lat293Lon280;Won_2
Lat293Lon281;293;281;56,5;-4,375;GB;2;2971,87847;812,5606128;0,000382591;0,000374759;1,98474E-05;3444736;124871680;310026240;438342656;0,008630612;0,008515862;1;Lat293Lon281;GB;Lat293Lon281;Won_2
Lat293Lon282;293;282;56,5;-3,75;GB;2;2912,24499;831,2685978;0,00037398;0,000366325;2,02538E-05;49948672;576132096;268689408;894770176;0,008457431;0,008711927;1;Lat293Lon282;GB;Lat293Lon282;Won_2
Lat293Lon283;293;283;56,5;-3,125;GB;2;2989,16877;837,7622754;0,000371082;0,000363485;1,97326E-05;99897344;302275584;217018368;619191296;0,008680825;0,008779983;1;Lat293Lon283;GB;Lat293Lon283;Won_2
Lat293Lon301;293;301;56,5;8,125;DK;3;3683,21992;911,3107041;0,000341133;0,00033415;1,60142E-05;21529600;155874304;861184;178265088;0,042325361;0,040162778;1;Lat293Lon301;DK;Lat293Lon301;Won_3
Lat293Lon302;293;302;56,5;8,75;DK;3;3527,085208;899,7300471;0,000345524;0,000338451;1,67232E-05;114537472;217018368;3444736;335000576;0,040531154;0,039652402;1;Lat293Lon302;DK;Lat293Lon302;Won_3
Lat293Lon303;293;303;56,5;9,375;DK;2;3456,25126;885,9412152;0,000350902;0,000343718;1,70659E-05;105064448;328111104;3444736;436620288;0,039717173;0,039044708;1;Lat293Lon303;DK;Lat293Lon303;Won_2
